Node,X,Y
101771,1499367,1019774
101772,1500615.711,1019724.316
101773,1507195.518,1019553.415
101774,1507207.107,1020534.938
101775,1503985.231,1025627.783
101776,1503880.612,1026242.797
101777,1503236.509,1030399.761
101778,1518726.714,1002102.129
101779,1507140.697,1030354.733
101780,1509811.495,1030323.804
101781,1509747.818,1024816.096
101782,1509692.77,1020049.64
101783,1509824.635,1019373.68
101784,1510168.319,1018236.879
101785,1510240.167,1016874.435
101786,1514014.935,1016848.925
101787,1514792.533,1016844.284
101788,1512132.366,1012342.519
101789,1512137.892,1011072.391
101790,1512110.367,1010179.744
101791,1512840.869,1009722.131
101792,1513488.036,1009313.437
101793,1514058.191,1008936.046
101794,1512100.477,1009318.666
101795,1512087.348,1008158.413
101796,1512069.118,1006551.409
101797,1512069.234,1006088.564
101798,1514611.35,1005772.203
101799,1516064.8,1005767.383
101800,1512054.814,1005281.111
101801,1513156.443,1004920.821
101802,1514297.342,1004477.883
101803,1514811.142,1004286.266
101804,1516111.056,1003803.131
101805,1516525.45,1003659.121
101806,1516767.053,1003565.164
101807,1516090.918,1003179.883
101808,1514791.003,1003618.917
101809,1512055.812,1004263.126
101810,1512082.656,1002558.489
101811,1512068.374,1002194.868
101812,1513411.468,1002222.93
101813,1513827.56,1002236.353
101814,1514782.059,1002238.824
101815,1516071.997,1002210.002
101816,1516765.268,1002149.878
101817,1516729.835,1001641.57
101818,1516067.019,1001658.647
101819,1514771.886,1001738.953
101820,1512082.656,1001820.26
101821,1512073.128,1001148.382
101822,1512998.637,1001140.083
101823,1514294.683,1001124.278
101824,1514753.377,1001100.371
101825,1516062.882,1001429.834
101826,1516070.554,1001072.149
101827,1516740.54,1001071.723
101828,1516011.853,999937.812
101829,1512043.071,999956.375
101830,1512003.257,998700.75
101831,1512992.661,998662.688
101832,1514286.769,998654.875
101833,1515999.061,998605.25
101834,1519682.579,999694.625
101835,1519478.429,998561.188
101836,1520505.494,998551.125
101837,1511944.727,997772.062
101838,1521262.958,998519.75
101839,1522077.381,998442.375
101840,1521245,999252
101841,1521278.795,999778.312
101842,1521279.811,1000644.577
101843,1519694,1000492
101844,1522120.779,1001005.778
101845,1521295.371,1001062.793
101846,1520460.36,1001068.936
101847,1519705.596,1001070.843
101848,1518189.849,1001079.483
101849,1517368.831,1001072.038
101850,1517384.48,1001404.168
101851,1517380.017,1001615.626
101852,1518203.593,1001596.784
101853,1519714.131,1001577.667
101854,1520512.343,1001564.571
101855,1521304.719,1001539.352
101856,1521304,1001763
101857,1521313.561,1002034.144
101858,1520513.479,1002069.335
101859,1519713,1001842
101860,1519722.366,1002098.712
101861,1518994.851,1002104.817
101862,1518217.193,1002106.069
101863,1517390.92,1002143.548
101864,1518230.317,1002409.767
101865,1517841.973,1005179.232
101866,1517385.594,1002632.4
101867,1518223.748,1002593.613
101868,1518985.389,1002587.371
101869,1519158.068,1002587.371
101870,1521321.588,1002545.352
101871,1521332.892,1003007.299
101872,1519736.375,1003034.422
101873,1518234.703,1003032.968
101874,1517379.487,1003097.192
101875,1517377.942,1003345.808
101876,1517382.192,1003581.545
101877,1518235.981,1003566.167
101878,1519741.955,1003531.096
101879,1520489.805,1003519.789
101880,1521344.415,1003505.9
101881,1521345.6,1003889.091
101882,1519746.812,1003954.412
101883,1517411.325,1005149
101884,1517414.762,1005772.531
101885,1517411.33,1006550.744
101886,1517732.625,1006338.297
101887,1518269.855,1005824.858
101888,1519757.32,1004866.973
101889,1520432,1004483
101890,1521357.408,1004385.148
101891,1521371,1005414
101892,1522077.051,1005984.178
101893,1521376.471,1005973.317
101894,1520106.655,1005969.435
101895,1521403,1007392
101896,1517418.504,1007548.179
101897,1517436.698,1008941.602
101898,1519240.345,1008949.938
101899,1521431.273,1008993.456
101900,1521427.106,1010202.493
101901,1520769.859,1012933.237
101902,1519502.945,1012901.639
101903,1517472.757,1012878.025
101904,1517548.875,1016807.554
101905,1517557.546,1019424.003
101906,1520292,1019557
101907,1517564.023,1024728.936
101908,1517583.961,1027318.066
101909,1517544.305,1020351.857
101910,1517292.016,1030251.439
101911,1519283.438,1002102.451
101912,1521842.24,1026442.485
101913,1520491.342,1003616.397
101914,1526351.372,1030144.951
101915,1528508,1030136
101916,1525429,1027533
101917,1530272,1024915
101918,1528367.371,1024866.64
101919,1525330,1024882
101920,1524495.384,1024865.852
101921,1522947.891,1022716.327
101922,1522961,1022240
101923,1522907.056,1019600.741
101924,1524943,1019640
101925,1528237.98,1019578.121
101926,1528798.62,1019625.949
101927,1528166,1016221
101928,1522894,1016948
101929,1522831.345,1013765.698
101930,1522811.472,1012976.961
101931,1522806.413,1012584.146
101932,1523303.765,1012581.485
101933,1528119.522,1014266.129
101934,1529573.242,1014297.733
101935,1528086.894,1010461.225
101936,1522813.264,1011988.835
101937,1522818,1011377
101938,1522794.909,1011036.423
101939,1523817.216,1011037.182
101940,1523796.709,1009962.028
101941,1522780.88,1009950.849
101942,1522777.613,1008945.742
101943,1515726,1001699
101944,1523241.527,1008930.976
101945,1523767.874,1008947.436
101946,1524722.011,1008957.413
101947,1525499.773,1009039.572
101948,1526313.469,1008981.403
101949,1527417.053,1009359.197
101950,1528080.246,1009690.117
101951,1528043.404,1007723.345
101952,1525170,1003456
101953,1530859.983,1007426.845
101954,1531685.637,1007478.346
101955,1532587.157,1007640.492
101956,1532983.445,1007710.85
101957,1525011.57,1001888.864
101958,1532508.731,1007713.651
101959,1531656.418,1007582.73
101960,1522440.7,1003268.771
101961,1522370.548,1011046.904
101962,1529088.586,1006999.35
101963,1528032.227,1006805.073
101964,1527392.259,1006695.344
101965,1526594.616,1006509.324
101966,1525445.472,1006372.114
101967,1524650.676,1006343.729
101968,1524234.354,1006353.191
101969,1523751.913,1007321.591
101970,1523742.338,1007554.846
101971,1522780,1007515
101972,1522778,1008354
101973,1522768.231,1005992.221
101974,1523237.99,1005973.652
101975,1523420.635,1005974.716
101976,1523737.502,1005960.394
101977,1524231.968,1005943.955
101978,1525092,1005816
101979,1525063,1005206
101980,1525078.565,1004348.689
101981,1524183.709,1004348.689
101982,1523691.035,1004348.689
101983,1523704.49,1004933.912
101984,1523174.626,1004943.374
101985,1522741.415,1004922.61
101986,1522445.053,1003489.325
101987,1522704.195,1003486.894
101988,1522885.132,1003482.577
101989,1523142.869,1003479.082
101990,1523365.11,1003474.169
101991,1523674.775,1003460.874
101992,1523854.344,1003450.648
101993,1524163.201,1003444.907
101994,1524441.605,1003434.497
101995,1524432.957,1003196.623
101996,1524150.707,1003215.44
101997,1523666.177,1003224.848
101998,1523143,1003235
101999,1522436.948,1002987.958
102000,1520486.264,1002971.45
102001,1518979.088,1003705.824
102002,1531429.936,1007405.544
102003,1531796.781,1007224.557
102004,1532548.881,1007711.494
102005,1532534.739,1007631.557
102006,1522446.254,1003630.603
102007,1522710.109,1003767.605
102008,1523146.486,1003767.605
102009,1522882.63,1003767.605
102010,1511439.961,998714.438
102011,1523159.368,1004342.624
102012,1522723.496,1004342.624
102013,1522165.366,1003630.344
102014,1522165.366,1004347.939
102015,1522165.366,1004587.137
102016,1523644.509,1002001.27
102017,1523710.152,1001984.401
102018,1523643.435,1001963.7
102019,1523576.001,1001987.563
102020,1523661.742,1001966.566
102021,1523661.742,1001996.291
102022,1523624.373,1001997.141
102023,1523624.373,1001967.415
102500,1553915.323,1030299.49
102501,1553918.036,1030195.933
102506,1542399.057,1020671.9
102507,1542566.219,1020695.659
102508,1539535.775,1018256.997
102509,1540027.902,1018587.158
102510,1531751.339,998029.125
102511,1531788.835,998271.187
102512,1533336.071,1013068.649
102513,1533365.646,1013000.706
102514,1531946.771,1009546.171
102515,1531991.126,1010309.331
102516,1531911.755,1007571.348
102517,1531946.924,1007569.641
102518,1531903.311,1006706.243
102519,1531931.683,1006569.072
102520,1531765.894,999530.438
102521,1531820.698,1000208.487
102522,1531741.377,996711.375
102523,1531799.451,996607.188
102524,1531742.815,994807.375
102525,1531803.027,993490.25
102526,1531731.349,993641.688
102527,1531788.766,992354.875
102528,1531537.41,988249.188
102529,1531627.106,988255.312
102530,1528899.081,987017.25
102531,1528793.904,986951.313
102532,1526318.409,987054.625
102533,1526346.438,986976.875
102534,1522448.466,987015.062
102535,1522470.042,986949.438
102536,1518729.298,983325.438
102537,1519042.802,983588.813
102538,1517434.626,981743.625
102539,1517685.6,981953.063
102540,1515784.421,972134.25
102541,1515863.658,972111
102542,1531397.809,998387.375
102544,1520150,991810
102545,1535039.192,1008468.965
102546,1532656,969862
102553,1517565.087,1029931.229
102554,1533709.9,997965.125
102555,1507195.518,1019186.965
102556,1499435.169,1008163.901
103400,1512437.53,1030298.352
103413,1545490.789,1029974.104
103415,1555450.145,985011.5
103422,1543321.431,970292.438
103500,1581122.14,1027434.936
103501,1586375.996,1027430.615
103502,1556616.54,993021.25
103503,1554239.77,990397.5
103504,1581264.12,1040669.756
103505,1586542.722,1040329.725
103506,1581133.739,1030077.544
103507,1586411.267,1030064.108
103508,1581002.519,1018124.254
103509,1586273.468,1019436.487
103510,1580455.144,987541.313
103511,1585828.031,987590.188
103512,1581595.287,1066765.231
103513,1586879.987,1066714.853
103514,1581171.196,1035370.594
103515,1586477.916,1035347.955
103516,1581277.598,1045985.142
103517,1586610.988,1045609.995
103518,1578141.489,1003582.981
103519,1586047.716,1003524.307
103520,1581064.149,1021797.854
103521,1586323.9,1023370.133
103524,1581878.495,969670.375
103525,1585498.755,969005.438
103526,1580901.576,1008855.339
103527,1586138.825,1008887
103528,1584258.444,1057572.775
103529,1585920.326,1059172.881
103530,1583547.702,966326.875
103531,1580954.653,1014141.034
103532,1586206.247,1014168.461
103533,1584589.371,1057221.784
103534,1586751.549,1056523.442
103535,1580614.569,998275.562
103536,1586015.497,998223.813
103537,1581173.571,1032933.674
103538,1586441.864,1032971.404
103539,1581170.363,1032798.139
103540,1586449.26,1032857.575
103541,1582692.393,1053470.183
103542,1586603.333,1053632.042
103543,1583190.635,1053615.94
103544,1586605.836,1053705.265
103545,1555007.293,1056378.318
103546,1543835.726,1035216.714
103547,1555654.875,1029796.305
103548,1587256.095,1032857.467
103549,1545883.506,1056384.179
103550,1545895.992,1059033.87
103551,1552432.978,1056414.884
103552,1560000.343,1034802.007
103553,1565428.729,1056471.447
103554,1578836.409,1056545.464
103555,1576041.819,1056523.995
103556,1576060.237,1059173.923
103557,1539247.503,1056376.725
103558,1539257.579,1059086.609
103559,1549866.32,1056413.314
103560,1549929.817,1061652.277
103561,1570723.507,1056495.522
103562,1570751.25,1059139.84
103563,1556285.474,971836.438
103564,1533221.933,1057956.537
103565,1533538.702,1059166.995
103566,1584022,1057326
103567,1560174.981,1056489.741
103568,1560280.142,1061652.199
103569,1456706.761,1042336.277
103570,1581316.108,1056564.178
103571,1581316.108,1059240.381
103572,1442482.991,988835.188
103574,1453629.682,1021725.63
103575,1443219.923,1031240.854
103576,1443134.979,1025867.615
103577,1442567.19,994149.812
103578,1507168.114,1032986.755
103579,1515269.474,1043332.858
103580,1458672.225,1041069.877
103581,1507256.365,1038541.303
103582,1512559.449,1036570.844
103583,1556449.327,969149.25
103584,1571674.131,966430.437
103585,1558964.057,966499
103586,1515323.75,1045897.571
103587,1507272.804,1036867.237
103588,1512527.927,1035070.803
103589,1507212.384,1036788.528
103590,1512524.755,1034972.812
103591,1456067.947,1009744.302
103592,1456109.985,1012378.36
103593,1477500.559,1033347.686
103594,1475376.698,1038477.957
103595,1475496.382,1024822.52
103596,1477873.693,1024028.906
103597,1466797.233,1000352.599
103598,1469093.702,1012150.762
103599,1463796.256,1007391.708
103600,1481696.522,1012117.736
103601,1488278.073,1006740.143
103602,1488320.28,1012490.875
103603,1474971.152,1004245.779
103604,1476372.413,1004231.097
103605,1474804.495,988468.937
103606,1485392.565,988390.062
103607,1484325.287,1035000.734
103608,1475035.824,1012119.219
103609,1479031.42,1012118.351
103612,1453448.964,1009754.347
103613,1453535.667,1015002.01
103614,1464695.698,1004101.745
103615,1464503.703,1012239.177
103616,1475184.804,1020036.294
103617,1479122.099,1020008.866
103618,1475002.766,1009474.057
103619,1485664.071,1009445.345
103620,1485671.945,1012121.967
103621,1475094.726,1030756.812
103622,1477911.169,1030694.449
103623,1475391.771,1040602.359
103624,1480716.065,1040962.592
103625,1474920.554,998967.25
103626,1480233.918,998896.188
103627,1475251.7,1033420.762
103628,1477205.776,1033353.114
103629,1474847.912,991106.875
103630,1456567.303,1044270.321
103631,1460167.464,1001804.481
103632,1460385.223,1011978.781
103633,1474970.014,1006844.209
103634,1480324.725,1006790.184
103635,1480137.312,992025.125
103636,1475237.772,1032827.265
103637,1477776.587,1031202.287
103638,1455643.356,1042352.98
103639,1474721.343,983182.438
103640,1457557.861,1041087.902
103641,1473331.91,991137.562
103642,1474969.906,1006740.333
103643,1456715.792,1041101.491
103644,1475376.174,1038563.626
103645,1480640.056,1038473.058
103646,1480638.803,1038394.714
103647,1453383.919,1007147.016
103648,1457547.353,1040695.903
103649,1453995.798,992225.438
103650,1464166.398,985983.875
103651,1491054.205,1021171.411
103652,1447785.542,988732
103653,1483557.001,1022179.431
103654,1452882.71,988677.563
103655,1455721.964,988614.875
103656,1469469.476,985923.5
103657,1469542.179,991213.875
103658,1480487.482,1027173.622
103659,1457921.457,1009737.022
103660,1457561.937,988574.312
103661,1464203.456,988622.625
103662,1451328.093,984697.75
103663,1453032.163,988674.438
103664,1455839.445,994798.062
103665,1458784.824,1001818.026
103666,1453282.11,1001878.956
103667,1456694.691,991350.812
103668,1457481.779,991347.125
103669,1474770.522,985789.313
103670,1460314.382,1006629.719
103671,1449556.885,1009817.125
103672,1451280.13,983369.5
103674,1453318.368,1004515.287
103676,1453238.192,999247.562
103678,1456108.776,1013402.958
103679,1458125.021,1040690.241
103680,1456728.039,1040889.688
103681,1442699.229,1002070.65
103682,1445311.906,1002023.544
103683,1446546.634,994064.688
103684,1450501.681,993980
103687,1457140.158,1041086.789
103688,1445215.995,994093.188
103689,1457122.24,1040698.561
103690,1453185.9,993973.062
103691,1455838.166,993896
103692,1458107.742,1041074.844
103693,1457570.196,1041749.764
103694,1456716.093,1041684.063
103695,1454060.026,990664.188
103696,1454222.128,991061.375
103697,1454587.198,991955.625
103698,1454701.511,992309
103699,1455513.763,991585.625
103700,1457098.349,1042329.12
103701,1453324.412,989248
103702,1453226.997,989056.812
103703,1456719.772,1040701.176
103704,1464129.539,983341.062
103705,1469432.874,983251.562
103706,1464291.498,993916.375
103707,1464344.871,1001714.141
103708,1467780.619,999031.063
103709,1465530.602,1001697.571
103710,1467011.518,1004332.963
103711,1464256.34,991289.562
103712,1468390.901,991230.313
103713,1464283.922,993388.75
103714,1459057.399,991342.688
103715,1456712.187,1040574.118
103716,1456124.024,1040240.616
103717,1469580.15,993800.938
103718,1474884.524,995087.375
103719,1471816.181,991167.938
103720,1471336.426,999003.875
103721,1474938.113,1001649.357
103722,1458753.106,1012002.875
103723,1473926.052,1035578.984
103724,1469986.436,1036120.13
103725,1457310.965,1031005.199
103726,1459050.847,1030975.873
103727,1456355.977,1025577.246
103728,1460411.346,1025428.162
103729,1456194.816,1017682.944
103730,1458845.552,1017695.122
103731,1464601.31,1030896.531
103732,1464715.533,1035944.433
103733,1467254.388,1030862.506
103734,1467386.6,1037441.7
103735,1474058.312,1034919.118
103736,1473098.962,1038062.641
103737,1472585.558,1035976.926
103738,1472605.692,1034410.258
103739,1459195.462,1040692.508
103740,1460538.363,1033558.368
103741,1460585.064,1036278.457
103742,1459219.738,1042331.583
103743,1458042.042,1042329.12
103744,1458549.726,1041928.946
103745,1458675.153,1041283.89
103746,1448401.127,1031154.377
103747,1453707.09,1031075.153
103748,1448216.972,1017816.661
103749,1448338.062,1025780.689
103750,1453702.914,1025613.875
103751,1450255.398,1017775.43
103753,1445749.678,1025824.106
103754,1453579.815,1017671.039
103756,1445812.738,1031197.435
103758,1446816.819,1025806.189
103759,1456347.036,1031021.286
103760,1460322.316,1017529.843
103761,1467749.156,1017442.362
103762,1472070.218,1020045.444
103763,1472245.705,1023987.619
103764,1467086.669,1012189.455
103765,1464751.917,1020130.929
103767,1467296.205,1016947.705
103768,1469310.764,1020053.358
103771,1464876.331,1030898.279
103772,1460337.9,1020178.321
103773,1460383.77,1024112.148
103774,1460383.496,1012221.204
103775,1460278.532,1017706.784
103776,1460512.926,1030944.294
103777,1469777.671,1012137.481
103778,1458663.208,1040871.77
103779,1472736.457,1020043.162
103780,1475121.612,1015456.611
103781,1475112.27,1014772.283
103783,1469917.578,1030835.851
103784,1472526.108,1033441.532
103785,1467481.126,1030859.418
103786,1472946.352,1026020.006
103787,1472833.871,1025473.667
103788,1477190.698,1035576.152
103789,1480554.501,1035465.943
103790,1479036.054,1033340.118
103791,1464857.058,1042044.894
103792,1467113.379,1042064.759
103793,1464755.028,1037697.64
103794,1464857.665,1039314.712
103795,1467392.248,1037723.349
103796,1462307.925,1046699.463
103797,1464966.178,1046373.446
103798,1467599.934,1043042.09
103799,1464663.675,1046743.329
103800,1464611.975,1046677.302
103801,1464910.649,1046309.683
103802,1467213.633,1043377.897
103803,1462228.868,1042087.806
103804,1463653.044,1041979.889
103805,1461631.423,1038138.799
103806,1463090.053,1037889.091
103807,1462241.81,1040841.284
103808,1463749.215,1039999.026
103809,1464065.175,1039812.214
103810,1459393.75,1041063.548
103811,1459388.7,1042296.427
103812,1460475.907,1040686.853
103813,1459446.119,1045249.991
103814,1490811.031,996613.375
103815,1460115,1041060
103816,1460481.043,1041048.343
103817,1460124.511,1040681.243
103818,1460622.732,1038145.428
103819,1460635.417,1038449.978
103820,1459354.127,1038521.173
103821,1459374.135,1039951.464
103822,1458788.635,1042323.147
103823,1459380.833,1040375.252
103824,1459201.041,1041061.279
103825,1459385.587,1040690.092
103826,1458848.363,1041546.69
103827,1460621.204,1037825.057
103828,1461186.79,1042268.964
103829,1462240.881,1044598.762
103830,1459476.211,1046726.751
103831,1464549.58,1039508.281
103832,1463965.677,1042027.156
103833,1526710.659,1031116.631
103834,1473898.794,1040735.752
103835,1471754.809,1046592.196
103836,1473094.157,1041031.634
103837,1469536.455,1042035.934
103838,1470000.493,1037199.512
103839,1468262.806,1042183.148
103840,1469319.094,1040812.978
103841,1470749.732,1039301.989
103842,1472944.933,1038615.733
103843,1468180.104,1042144.708
103844,1469059.126,1040990.95
103845,1471418.59,1038817.003
103846,1472989.159,1038514.617
103847,1468853.341,1042037.192
103848,1467757.174,1042048.932
103849,1467952.764,1037400.463
103850,1529673.329,1035427.598
103851,1458854.335,1041062.898
103852,1560050.379,1042457.469
103853,1468137.184,1042047.15
103854,1468469.195,1042039.774
103855,1473408.193,1040912.777
103856,1472832.557,1039174.926
103857,1475365.925,1039124.436
103858,1480003.959,983112.75
103859,1482676.51,983494.5
103860,1482804.612,992242.25
103861,1488011.619,984922.688
103862,1488093.616,992751.75
103863,1485351.91,984230
103864,1485417.216,992229.25
103865,1485342.198,983021.938
103866,1481113.465,983098.438
103867,1458854.335,1040686.615
103868,1459033.518,1041917
103869,1459039.491,1041271.944
103870,1485526.069,998832.875
103871,1485587.45,1006796.669
103872,1482860.659,998861.125
103873,1481628.026,1006789.209
103874,1480551.368,1033292.312
103875,1483205.093,1033877.423
103876,1483270.868,1038048.948
103877,1489852.267,1033201.76
103878,1489882.218,1036818.466
103879,1493853.89,1033058.742
103880,1495517.47,1034055.812
103881,1496539.607,1037041.764
103882,1507214.369,1035576.183
103883,1485868.968,1035869.585
103884,1492581.701,1037978.504
103885,1496565.278,1038371.697
103886,1485844.213,1030601.608
103887,1491249.604,1042342.201
103888,1495873.385,1043531.883
103889,1503001.591,1035612.746
103890,1496531.699,1033515.045
103891,1497619.652,1035665.096
103892,1492255.303,1037629.336
103893,1496533.205,1037127.907
103894,1492181.387,1037542.171
103895,1480854.544,1030651.433
103896,1485801.763,1027972.955
103897,1481766.055,1022750.73
103898,1459039.491,1040859.825
103899,1485685.658,1014770.422
103900,1484608.613,1021859.048
103901,1485735.879,1021246.783
103902,1481765.406,1020013.408
103903,1485726.506,1020000.772
103904,1485773.559,1026225.385
103905,1480509.04,1024541.203
103906,1481766.152,1023211.082
103907,1485732.867,1020315.933
103908,1480505.519,1029525.386
103909,1456100.901,1042353.011
103910,1456612.764,1043420.355
103911,1459415.773,1043678.96
103912,1482526.845,1022500.834
103913,1477990.076,1030397.292
103914,1478616.463,1030679.159
103915,1480504.871,1030655.342
103916,1488399.788,1019995.23
103917,1485675.766,1013454.088
103918,1486152.702,1020006.762
103919,1459395.589,1041921.392
103920,1489829.84,1030541.367
103921,1488476.66,1030561.85
103922,1491153.304,1033198.748
103923,1480745.21,1043816.463
103924,1554996.773,1050963.538
103925,1579233.669,1059206.926
103926,1581309.745,1060422.722
103927,1483340.994,1040947.57
103928,1485962.365,1041522.658
103929,1480772.165,1046472.828
103930,1483280.418,1038440.966
103931,1489461.586,1038315.143
103932,1483276.307,1038357.575
103933,1489476.556,1038229.563
103934,1483299.543,1038784.32
103935,1489602.457,1037850.986
103936,1489418.21,1038507.338
103937,1487276.259,1041835.576
103938,1581316.108,1058061.355
103939,1488595.832,1042028.167
103940,1491864.809,1037185.896
103941,1496482.531,1033286.706
103942,1501899.225,1044703.113
103943,1583624.825,1057774.753
103944,1582537.242,1056465.926
103945,1459395.589,1041291.801
103946,1459395.589,1040859.225
103947,1581654.775,1055668.166
103948,1499277.511,1046043.649
103949,1502031.582,1038850.794
103950,1502514.066,1037098.404
103951,1502548.115,1037009.197
103952,1496584,1042949
103953,1502208.37,1038222.382
103954,1496586.352,1043327.041
103955,1499550.668,1041724.284
103956,1501553.924,1040828.005
103957,1501740.901,1040746.509
103958,1501940.955,1040683.359
103959,1496588.203,1043805.962
103960,1502062.712,1040636.981
103961,1502568.842,1037051.821
103962,1502891.4,1035998.977
103963,1460110.839,1041912.826
103964,1501930.067,1039863.077
103965,1460110.839,1041304.65
103966,1460123.688,1040850.659
103967,1460470.605,1041912.826
103968,1460479.171,1041266.104
103969,1460479.171,1040824.962
103970,1501624.424,1046021.91
103971,1507244.876,1036824.013
103972,1507245.487,1037786.998
103973,1503611.964,1040116.4
103974,1459733.941,1040675.059
103975,1545654.614,1040521.693
103976,1549630.915,1040523.241
103977,1460740.43,1041553.06
103978,1548717.419,979925.313
103979,1545802.364,1051083.231
103980,1549735.874,1051124.493
103981,1551339.886,974541.938
103982,1545959.343,970109
103983,1548604.491,969924.938
103984,1556988.071,1003548.71
103985,1557040.333,1010197.866
103986,1559624.715,1003549.952
103987,1559688.324,1010122.38
103988,1563628.414,1006153.44
103989,1563667.046,1010082.096
103990,1572905.338,1008901.051
103991,1572998.156,1014175.192
103992,1578219.957,1008861.676
103993,1578293.352,1014152.524
103994,1545576.952,1035229.214
103995,1549530.554,1035213.648
103996,1545737.625,1045819.232
103997,1549702.481,1045799.102
103998,1566296.496,1009352.668
103999,1463788.153,1041543.417
104000,1566341.47,1011477.865
104001,1570244.69,1008868.185
104002,1570301.959,1011543.163
104003,1463815.975,1040296.059
104004,1578066.835,998299.875
104005,1568057.879,1008556.124
104006,1545501.218,1032537.328
104007,1549502.71,1032495.805
104008,1545487.467,1032444.617
104009,1549501.25,1032408.718
104010,1530083.658,1040679.254
104011,1581298.947,1054010.788
104012,1533614.135,1033555.595
104013,1533644.738,1035393.897
104014,1545538.81,1032893.52
104015,1533224.184,1056578.319
104016,1582236.429,1055651.381
104017,1533649.144,1051245.221
104018,1583642.652,1056068.04
104019,1532845.853,1048605.321
104020,1528220.131,1035437.12
104021,1531937.26,1035416.012
104022,1538942.775,1033657.713
104023,1538968.099,1035324.434
104024,1528485.253,1046056.293
104025,1531979.719,1046004.826
104026,1515536.715,1034347.611
104027,1515329.172,1034994.701
104028,1527451.282,1033191.215
104029,1528073.24,1035019.453
104030,1528363.319,1035833.348
104031,1514159.911,1034426.183
104032,1514470.191,1034238.663
104033,1529042.833,1032660.917
104034,1533587.432,1032641.564
104035,1528904.764,1032603.205
104036,1533589.302,1032558.065
104037,1516804.383,1033423.283
104038,1525737.596,1032715.606
104039,1517044.312,1033263.311
104040,1525333.558,1032633.467
104041,1516039.144,1032737.304
104042,1515615.455,1033895.309
104043,1515606.911,1033805.799
104044,1515886.379,1033245.982
104045,1515707.606,1033816.367
104046,1527064.687,1032089.27
104047,1527245.166,1032619.692
104048,1527231.055,1032698.671
104049,1527240.627,1032660.595
104050,1515214.469,1040728.074
104051,1562294.481,1013872.757
104052,1566319.206,1008642.174
104053,1570196.854,1006222.884
104054,1515173.71,1035505.622
104055,1523067.642,1035464.639
104056,1514634.017,1035728.281
104057,1554441.729,1006938.43
104058,1525694.689,1035450.758
104059,1529158.411,1038085.023
104060,1527817.913,1035439.47
104061,1561333.659,998241.5
104062,1579036.853,977748.938
104063,1581845.005,970242.063
104064,1538891.126,1032714.586
104065,1538895.504,1032631.043
104066,1538914.765,1031754.128
104067,1534393.276,1032633.387
104068,1537791.002,1032628.183
104069,1534569.032,1032550.148
104070,1537315.291,1032513.554
104071,1533618.044,1032602.761
104072,1538933.78,1032667.198
104073,1545525.613,1032097.349
104074,1460108.228,1038457.941
104075,1539040.485,1040582.744
104076,1545770.175,1048461.975
104077,1539222.629,1053738.914
104078,1545834.786,1053750.785
104079,1539166.333,1048516.293
104080,1539128.713,1045892.953
104081,1539189.051,1050626.692
104082,1533798.746,1045978.209
104083,1533642.784,1053882.84
104084,1533204.6,1056676.711
104086,1569720.75,979667.75
104087,1556969.027,985506.563
104088,1558548.995,991788.625
104089,1560515.097,984106.313
104090,1563244.668,988968.938
104091,1564566.833,988954.5
104092,1569867.947,988930.375
104094,1569753.234,982317.813
104096,1575186.388,987574.375
104098,1563590.401,1003564.555
104099,1568767.606,1003559.674
104100,1564629.726,992938.75
104101,1569926.629,992912.188
104102,1562997.678,971720.375
104103,1568259.421,971713
104104,1563385.286,969121.062
104105,1569994.758,969071.188
104106,1578338.535,979630.438
104108,1563058.38,978488.188
104109,1563526.936,998237.562
104110,1570008.835,998266.875
104111,1574427.384,988322.813
104112,1558145.152,984253.625
104113,1559030.226,972908.438
104114,1551408.749,980810.062
104115,1558490.669,983652.813
104116,1552145.853,971857.5
104118,1559067.133,977085.125
104119,1557676.668,985017.5
104121,1559020.128,971798.188
104122,1553843.636,969177.688
104123,1558996.641,969155.25
104124,1551908.996,969663.875
104125,1559010.666,970709.75
104127,1559115.686,982618.5
104128,1558668.151,984717
104130,1558056.807,984397.938
104131,1558370.176,984561.5
104133,1557874.167,984695.75
104138,1559310.631,992966.5
104139,1559385.103,998234.938
104140,1556909.016,998235.812
104141,1559273.644,992909.125
104143,1561967,992953.063
104146,1563589.022,1003462.164
104148,1569602.659,969687.875
104149,1569658.149,974376.25
104151,1574738.019,969067.313
104152,1574880.126,969066.875
104155,1580160.162,969008.938
104157,1573624.651,1003591.165
104158,1573076.915,992903.063
104159,1575209.498,992876.375
104160,1570906.744,998261.75
104161,1574246.766,1008875.137
104162,1572179.401,988933.438
104163,1573614.462,991575.625
104164,1573703.167,988935.25
104165,1574473.947,990594.063
104166,1570174.069,1003561.3
104167,1569830.757,1000924.078
104168,1567119.273,1007919.141
104169,1571564.897,1008884.378
104170,1567118.613,1008620.742
104171,1560135.424,1051160.777
104173,1560115.678,1048531.668
104175,1566540.984,1027419.115
104176,1570515.068,1027435.716
104177,1554775.323,1032906.945
104178,1554801.45,1035288.034
104181,1566436.201,1018145.722
104182,1566450.619,1020177.011
104183,1566622.223,1033556.322
104184,1566632.569,1035301.645
104185,1578506.096,1032563.297
104186,1578528.841,1035351.548
104187,1581188.867,1032956.034
104188,1566738.616,1035302.856
104189,1549508.455,1032755.948
104190,1566487.638,1056476.611
104191,1568080.134,1056483.462
104192,1565382.372,1045885.592
104193,1568038.602,1045904.102
